gwno_a,gwno_b,year,disputes,hostility,fatal
652,663,1957,1,4,1
652,663,1958,1,4,0
652,663,1966,1,4,1
652,663,1970,1,4,1
652,663,1971,1,4,0
652,663,1980,1,3,0
652,663,1981,1,3,0
652,663,1982,1,4,0
652,663,2012,1,4,0
652,663,2013,1,4,0
652,666,1948,1,5,1
652,666,1949,1,3,0
652,666,1950,3,4,1
652,666,1951,3,4,0
652,666,1952,3,4,1
652,666,1953,2,4,0
652,666,1954,4,4,0
652,666,1955,5,4,1
652,666,1956,2,4,0
652,666,1957,2,4,0
652,666,1958,2,4,1
652,666,1961,2,4,0
652,666,1962,2,4,0
652,666,1963,2,4,1
652,666,1964,1,4,0
652,666,1965,1,4,0
652,666,1966,3,4,1
652,666,1967,2,5,1
652,666,1968,1,4,0
652,666,1969,1,4,0
652,666,1970,2,4,0
652,666,1971,2,4,0
652,666,1972,1,3,0
652,666,1973,2,5,1
652,666,1974,2,4,0
652,666,1975,2,4,0
652,666,1976,1,4,0
652,666,1977,1,4,0
652,666,1978,1,4,0
652,666,1979,1,4,0
652,666,1980,3,4,1
652,666,1981,2,4,1
652,666,1982,2,5,1
652,666,1983,1,4,0
652,666,1984,1,4,0
652,666,1985,1,4,0
652,666,1986,1,4,1
652,666,1993,1,4,1
652,666,1994,1,4,0
652,666,1995,1,4,0
652,666,1996,1,4,1
652,666,1997,1,4,1
652,666,1998,1,4,1
652,666,1999,1,4,1
652,666,2000,1,4,0
652,666,2001,1,4,0
652,666,2003,2,4,1
652,666,2006,1,4,0
652,666,2007,1,4,0
652,666,2011,1,4,0
652,666,2012,1,4,0
652,666,2013,2,4,0
652,666,2014,1,4,0
652,670,2013,1,3,0
660,666,1948,1,5,1
660,666,1965,1,4,0
660,666,1968,1,4,0
660,666,1974,1,4,0
660,666,1975,1,4,0
660,666,1977,1,4,0
660,666,1978,1,4,1
660,666,1980,1,4,0
660,666,1981,1,4,1
660,666,1982,1,4,0
660,666,1983,1,4,0
660,666,1984,1,4,0
660,666,1985,1,4,1
660,666,1993,1,4,0
660,666,1994,1,4,0
660,666,1995,1,4,0
660,666,1996,1,4,0
660,666,1997,1,4,0
660,666,1998,1,4,0
660,666,1999,1,4,0
660,666,2000,1,4,0
660,666,2001,1,4,0
660,666,2002,1,4,0
660,666,2003,1,4,0
660,666,2004,1,4,0
660,666,2005,1,4,0
660,666,2006,2,4,1
660,666,2007,1,4,0
660,666,2008,1,4,0
660,666,2009,2,4,1
660,666,2010,1,4,0
663,666,1948,1,5,0
663,666,1949,2,5,1
663,666,1950,1,4,0
663,666,1951,1,4,0
663,666,1952,1,4,0
663,666,1953,1,4,0
663,666,1954,1,4,0
663,666,1955,1,4,0
663,666,1956,1,4,1
663,666,1957,1,4,0
663,666,1958,1,4,0
663,666,1959,2,4,1
663,666,1960,1,4,0
663,666,1961,1,4,1
663,666,1962,1,4,1
663,666,1963,1,4,0
663,666,1964,1,4,0
663,666,1965,1,4,1
663,666,1966,1,4,0
663,666,1967,2,5,1
663,666,1968,1,4,0
663,666,1969,1,4,0
663,666,1970,1,4,1
663,666,1973,1,5,1
663,666,1990,1,3,0
663,666,1991,1,3,0
663,678,1962,1,4,0
666,670,1957,1,4,0
666,670,1967,2,4,1
666,670,1973,1,5,1
666,670,1976,1,4,0
666,670,1981,1,3,0
666,670,2002,1,3,0
666,690,1967,1,3,1
670,678,1962,1,4,0
670,678,1963,1,4,0
670,678,1965,1,3,0
670,678,1966,1,2,0
670,678,1967,1,2,0
670,678,1969,1,4,0
670,678,1970,1,4,0
670,678,1980,1,4,1
670,678,1983,1,4,0
670,678,1984,1,4,0
670,678,1994,1,4,0
670,678,1995,1,4,1
670,678,1997,1,4,0
670,678,1998,1,4,0
670,678,2005,1,4,0
670,680,1969,1,4,1
670,694,1992,1,4,0
670,694,1995,1,3,0
678,680,1971,1,4,0
678,680,1972,1,4,0
678,680,1978,1,4,0
678,680,1979,1,4,0
678,698,1987,1,4,1
680,698,1972,1,4,0
680,698,1973,1,4,0
680,698,1975,1,4,0
680,698,1976,1,4,0
680,698,1980,1,3,0
680,698,1982,1,3,0
692,694,1986,1,4,0
700,701,1993,1,3,0
700,701,2014,1,4,0
700,702,1993,1,4,0
700,702,1994,1,4,1
700,702,1997,1,3,0
700,702,1998,1,3,0
700,702,2001,1,3,0
700,703,1993,1,3,0
700,703,1997,1,3,0
700,704,1993,1,3,0
700,704,1997,1,3,0
700,704,1998,1,3,0
700,704,2000,1,4,1
700,704,2001,1,4,0
700,705,1993,1,3,0
700,770,1949,1,4,0
700,770,1950,1,4,1
700,770,1951,1,4,0
700,770,1955,1,3,0
700,770,1956,1,4,1
700,770,1960,1,4,0
700,770,1961,1,4,1
700,770,1979,1,4,0
700,770,1980,1,4,0
700,770,1981,1,4,0
700,770,1982,1,4,0
700,770,1983,1,4,0
700,770,1984,1,4,0
700,770,1985,1,4,0
700,770,1986,1,4,0
700,770,1987,1,4,0
700,770,1989,1,4,0
700,770,2001,1,4,1
700,770,2002,1,4,0
700,770,2003,1,4,0
700,770,2004,1,4,0
700,770,2005,1,4,1
700,770,2006,2,4,0
700,770,2007,1,4,1
700,770,2008,1,4,1
700,770,2011,1,4,0
700,770,2012,1,4,0
700,770,2013,1,4,0
700,770,2014,1,4,0
700,900,2001,1,4,1
702,703,2005,1,4,0
702,703,2013,1,4,0
702,703,2014,1,4,1
702,704,1999,1,4,0
702,704,2004,1,4,0
702,704,2005,1,3,0
702,704,2006,1,4,1
702,704,2011,1,4,1
702,704,2012,1,4,0
703,704,1999,1,4,0
703,704,2005,2,3,0
703,704,2006,1,4,0
703,704,2010,1,4,0
703,704,2012,1,4,0
703,704,2013,1,4,1
710,712,1947,1,4,0
710,712,1948,1,4,0
710,712,1973,1,3,0
710,712,1974,1,4,0
710,713,1949,1,4,0
710,713,1950,1,4,1
710,713,1951,1,4,0
710,713,1952,1,4,1
710,713,1953,1,4,0
710,713,1954,2,5,0
710,713,1955,2,5,0
710,713,1956,2,4,1
710,713,1957,1,4,0
710,713,1958,1,5,1
710,713,1959,1,4,0
710,713,1962,1,4,0
710,713,1963,1,4,0
710,713,1964,1,4,0
710,713,1965,1,4,0
710,713,1966,2,4,1
710,713,1967,1,4,0
710,713,1987,1,4,0
710,713,1988,1,4,0
710,713,1991,1,3,0
710,713,1993,1,3,0
710,713,1994,1,4,0
710,713,1995,2,4,0
710,713,1996,1,3,0
710,713,1999,1,3,0
710,713,2000,1,3,0
710,713,2001,1,3,0
710,713,2002,1,3,0
710,713,2003,1,3,0
710,713,2004,1,3,0
710,713,2005,1,2,0
710,713,2007,1,3,0
710,713,2011,1,3,0
710,713,2014,1,3,0
710,731,1993,1,4,1
710,731,1995,1,4,0
710,731,1997,1,4,0
710,731,2003,1,3,0
710,731,2004,1,3,0
710,731,2010,1,4,0
710,732,1950,1,5,0
710,732,1951,1,5,0
710,732,1952,1,5,0
710,732,1953,2,5,1
710,732,1955,1,4,0
710,732,1960,1,4,0
710,732,1965,1,2,0
710,732,1966,2,4,0
710,732,1967,1,2,0
710,732,1968,1,2,0
710,732,1969,1,2,0
710,732,1970,1,2,0
710,732,1971,1,2,0
710,732,1976,1,4,0
710,732,1985,1,4,0
710,732,1986,1,4,0
710,732,1987,1,4,0
710,732,1994,1,3,0
710,732,2002,1,3,0
710,732,2010,1,3,0
710,732,2013,1,3,0
710,732,2014,2,4,0
710,740,1953,1,4,0
710,740,1954,1,4,0
710,740,1958,1,4,0
710,740,1995,1,3,0
710,740,1996,1,3,0
710,740,1999,1,3,0
710,740,2002,1,3,0
710,740,2003,1,4,0
710,740,2004,2,4,0
710,740,2005,1,3,0
710,740,2007,1,3,0
710,740,2010,2,4,0
710,740,2013,1,3,0
710,750,1950,1,3,0
710,750,1954,1,3,0
710,750,1955,1,3,0
710,750,1956,1,3,0
710,750,1958,1,4,0
710,750,1959,1,4,0
710,750,1960,1,4,0
710,750,1961,2,4,0
710,750,1962,2,5,1
710,750,1964,1,4,0
710,750,1965,1,4,0
710,750,1966,1,4,1
710,750,1967,2,4,1
710,750,1969,1,2,0
710,750,1971,1,3,0
710,750,1973,1,3,0
710,750,1975,1,4,1
710,750,1979,1,3,0
710,750,1985,1,4,0
710,750,1986,1,4,0
710,750,1987,1,4,0
710,750,2003,1,3,0
710,750,2007,1,3,0
710,750,2009,1,3,0
710,750,2013,1,4,0
710,750,2014,1,3,0
710,760,2005,1,4,0
710,770,1955,1,4,0
710,775,1956,1,4,0
710,775,1959,1,4,0
710,775,1969,1,4,0
710,790,1959,1,4,0
710,790,1960,2,4,1
710,800,1950,1,4,0
710,800,1951,1,5,0
710,800,1952,1,5,0
710,800,1953,1,5,1
710,800,1961,1,2,0
710,800,1962,1,4,0
710,800,1963,1,4,0
710,800,1964,1,4,0
710,800,1965,1,2,0
710,800,1966,1,2,0
710,800,1967,1,2,0
710,800,1968,1,2,0
710,800,1969,1,2,0
710,800,1970,1,2,0
710,800,1971,1,2,0
710,811,1970,1,2,0
710,811,1971,1,2,0
710,812,1961,1,2,0
710,812,1962,1,4,0
710,812,1963,1,4,0
710,812,1964,1,4,1
710,812,1979,1,3,0
710,816,1978,1,3,0
710,816,1979,1,5,1
710,816,1981,1,4,1
710,816,1982,1,4,0
710,816,1983,1,4,1
710,816,1984,1,4,0
710,816,1985,1,4,0
710,816,1986,2,4,0
710,816,1987,3,5,1
710,816,1988,1,4,0
710,816,1993,1,3,0
710,816,1994,1,4,0
710,816,1998,1,3,0
710,816,2002,1,3,0
710,816,2003,1,4,0
710,816,2010,1,4,0
710,816,2011,1,3,0
710,816,2012,1,4,0
710,816,2013,1,4,0
710,816,2014,1,4,0
710,817,1956,1,4,0
710,817,1959,1,4,0
710,817,1961,1,4,0
710,817,1964,1,2,0
710,817,1965,2,2,0
710,817,1966,2,2,0
710,817,1967,1,2,0
710,817,1968,2,4,0
710,817,1969,1,2,0
710,817,1970,1,2,0
710,817,1971,1,2,0
710,817,1974,2,4,0
710,820,1983,1,3,0
710,820,1984,1,3,0
710,840,1950,1,3,0
710,840,1951,1,5,0
710,840,1952,1,5,0
710,840,1953,1,5,1
710,840,1966,1,2,0
710,840,1967,1,2,0
710,840,1968,1,2,0
710,840,1969,1,2,0
710,840,1970,1,2,0
710,840,1971,1,2,0
710,840,1995,1,4,0
710,840,1996,1,4,0
710,840,1997,1,4,0
710,840,1998,1,4,0
710,840,1999,1,4,0
710,840,2000,1,4,0
710,840,2001,1,3,0
710,840,2002,1,4,0
710,840,2011,1,4,0
710,840,2012,1,4,0
710,840,2014,1,4,0
710,850,1996,1,3,0
710,900,1950,1,5,0
710,900,1951,1,5,0
710,900,1952,1,5,0
710,900,1953,1,5,1
710,900,1962,1,3,0
710,900,1964,1,2,0
710,900,1965,1,2,0
710,900,1966,1,2,0
710,900,1967,1,2,0
710,900,1968,1,2,0
710,900,1969,1,2,0
710,900,1970,1,2,0
710,900,1971,1,2,0
710,900,2001,1,3,0
710,920,1950,1,3,0
710,920,1951,1,5,0
710,920,1952,1,5,0
710,920,1953,1,5,1
710,920,1962,1,3,0
710,920,1965,1,2,0
710,920,1966,1,2,0
710,920,1967,1,2,0
710,920,1968,1,2,0
710,920,1969,1,2,0
710,920,1970,1,2,0
710,920,1971,1,2,0
713,731,1955,1,4,1
713,740,1996,1,3,0
713,740,2003,1,3,0
713,740,2005,1,3,0
713,740,2008,1,3,0
713,740,2010,1,3,0
713,740,2012,1,3,0
713,740,2013,1,3,0
713,775,1950,1,4,0
713,775,1951,1,4,0
713,775,1952,1,4,0
713,775,1953,2,4,1
713,816,1994,1,3,0
713,816,1995,1,3,0
713,817,1974,1,3,0
713,840,1956,1,3,0
713,840,1994,1,3,0
713,840,2003,1,3,0
713,840,2013,1,3,0
731,732,1949,1,4,0
731,732,1950,1,5,0
731,732,1951,1,5,0
731,732,1952,1,5,0
731,732,1953,1,5,1
731,732,1954,1,4,0
731,732,1955,1,4,0
731,732,1956,1,4,1
731,732,1958,1,4,0
731,732,1959,1,4,0
731,732,1960,1,4,0
731,732,1961,1,4,1
731,732,1962,1,4,0
731,732,1963,1,4,0
731,732,1964,2,4,1
731,732,1965,1,4,0
731,732,1966,1,4,0
731,732,1967,1,4,0
731,732,1968,1,4,0
731,732,1969,1,4,0
731,732,1970,1,4,0
731,732,1971,1,4,1
731,732,1974,1,4,1
731,732,1975,1,4,1
731,732,1976,1,4,1
731,732,1977,1,4,0
731,732,1978,1,4,1
731,732,1979,1,4,0
731,732,1980,1,4,1
731,732,1981,1,4,0
731,732,1982,1,4,0
731,732,1983,1,4,0
731,732,1984,1,4,0
731,732,1985,1,4,0
731,732,1986,1,4,0
731,732,1989,1,4,0
731,732,1991,1,3,0
731,732,1992,1,4,1
731,732,1993,2,4,0
731,732,1994,1,4,0
731,732,1995,1,4,0
731,732,1996,1,4,0
731,732,1997,1,4,0
731,732,1998,1,4,0
731,732,1999,2,4,1
731,732,2000,1,2,0
731,732,2001,1,4,0
731,732,2002,1,4,0
731,732,2003,1,4,0
731,732,2004,1,4,1
731,732,2005,1,4,0
731,732,2007,1,2,0
731,732,2008,1,3,0
731,732,2009,1,4,0
731,732,2010,1,4,1
731,732,2012,1,3,0
731,732,2013,1,3,0
731,732,2014,2,4,0
731,740,1994,1,3,0
731,740,1995,1,3,0
731,740,1996,1,3,0
731,740,1997,2,3,0
731,740,1998,1,3,0
731,740,1999,3,3,0
731,740,2001,1,4,1
731,740,2002,1,3,0
731,740,2003,1,4,0
731,740,2012,1,3,0
731,740,2013,1,3,0
731,800,1950,1,4,0
731,800,1951,1,5,0
731,800,1952,1,5,0
731,800,1953,1,5,1
731,840,1950,1,5,0
731,840,1951,1,5,0
731,840,1952,1,5,0
731,840,1953,1,5,1
731,900,1950,1,5,0
731,900,1951,1,5,0
731,900,1952,1,5,0
731,900,1953,1,5,1
731,900,1994,1,3,0
731,920,1950,1,5,0
731,920,1951,1,5,0
731,920,1952,1,5,0
731,920,1953,1,5,1
732,740,1953,1,4,0
732,740,1954,2,4,0
732,740,1955,1,4,0
732,740,1958,1,4,0
732,740,1959,2,4,0
732,740,1960,1,4,0
732,740,1961,1,4,0
732,740,1962,1,4,0
732,740,1963,1,4,0
732,740,1964,1,4,0
732,740,1966,1,4,0
732,740,1977,1,4,0
732,740,1982,1,4,0
732,740,1996,1,3,0
732,740,1999,1,4,0
732,740,2005,1,3,0
732,740,2006,1,3,0
732,740,2011,1,3,0
732,740,2012,1,3,0
732,811,1967,1,4,0
732,816,1965,1,5,0
732,816,1966,1,5,0
732,816,1967,1,5,0
732,816,1968,1,5,0
732,816,1969,1,5,0
732,816,1970,1,5,0
732,816,1971,1,5,0
732,816,1972,1,5,0
732,816,1973,1,5,1
740,840,1982,1,4,0
740,850,1963,1,4,0
740,850,1965,1,4,0
740,910,1988,1,4,0
750,770,1947,2,5,0
750,770,1948,1,5,1
750,770,1949,1,4,0
750,770,1950,1,4,1
750,770,1951,1,4,1
750,770,1952,1,4,0
750,770,1955,1,4,1
750,770,1956,2,4,1
750,770,1957,1,3,0
750,770,1958,1,4,0
750,770,1959,2,4,1
750,770,1960,1,3,0
750,770,1961,1,3,0
750,770,1962,2,4,1
750,770,1963,2,4,0
750,770,1964,1,4,0
750,770,1965,2,5,1
750,770,1966,2,4,1
750,770,1967,1,4,1
750,770,1969,3,4,1
750,770,1970,1,4,0
750,770,1971,1,5,1
750,770,1972,1,4,1
750,770,1981,1,4,1
750,770,1982,1,3,0
750,770,1983,1,4,0
750,770,1984,2,4,1
750,770,1985,1,4,1
750,770,1986,1,4,0
750,770,1990,1,4,1
750,770,1991,1,4,0
750,770,1993,1,4,0
750,770,1994,1,4,0
750,770,1995,1,4,0
750,770,1996,1,4,0
750,770,1997,1,4,0
750,770,1998,1,4,0
750,770,1999,2,5,1
750,770,2000,1,4,0
750,770,2001,1,4,0
750,770,2002,1,4,0
750,770,2003,1,4,1
750,770,2004,1,4,0
750,770,2005,1,4,0
750,770,2008,1,4,0
750,770,2009,1,4,0
750,770,2010,1,4,1
750,771,1976,1,4,1
750,771,1980,1,4,0
750,771,1981,1,4,1
750,771,1983,1,4,0
750,771,1984,1,4,1
750,771,1986,1,4,1
750,771,1987,1,4,1
750,771,1996,2,4,0
750,771,2001,1,3,0
750,771,2002,2,4,0
750,771,2003,1,4,0
750,771,2004,1,4,0
750,771,2005,1,4,0
750,771,2006,1,4,0
750,771,2007,1,4,1
750,771,2008,3,4,1
750,771,2009,1,4,0
750,771,2010,1,4,1
750,771,2011,1,4,0
750,771,2012,1,4,0
750,771,2013,1,3,0
750,775,1957,1,3,0
750,775,2004,1,3,0
750,780,1984,1,4,0
750,780,1985,1,4,0
750,780,1987,1,3,0
750,780,2008,1,4,0
750,790,1962,1,4,0
750,790,1965,1,4,0
750,790,1968,1,4,0
750,790,2004,1,4,0
750,790,2005,1,4,0
750,910,1992,1,4,0
770,775,1959,1,4,0
771,775,1991,1,4,1
771,775,2008,1,3,0
771,775,2009,2,3,0
771,775,2011,1,3,0
771,775,2014,1,4,1
775,800,1953,1,4,0
775,800,1954,1,4,0
775,800,1955,1,4,0
775,800,1959,1,4,0
775,800,1975,1,4,0
775,800,1977,1,3,0
775,800,1980,1,4,0
775,800,1982,1,4,0
775,800,1983,2,4,0
775,800,1984,1,4,1
775,800,1985,1,4,0
775,800,1987,1,4,0
775,800,1988,1,4,0
775,800,1989,1,4,0
775,800,1990,1,4,1
775,800,1992,1,4,0
775,800,1995,1,4,0
775,800,1996,1,3,0
775,800,1999,1,4,1
775,800,2001,1,4,1
775,800,2002,1,4,0
775,800,2003,2,4,1
775,800,2004,2,4,0
775,800,2005,1,4,1
775,800,2006,1,3,0
775,800,2007,1,4,1
775,800,2009,1,4,0
775,800,2011,1,4,0
775,800,2013,1,4,0
800,811,1953,1,4,0
800,811,1954,1,4,0
800,811,1958,1,4,0
800,811,1959,1,4,0
800,811,1961,1,3,0
800,811,1962,1,4,1
800,811,1963,1,3,0
800,811,1964,1,4,0
800,811,1965,2,4,0
800,811,1966,2,4,1
800,811,1967,1,4,0
800,811,1968,1,4,0
800,811,1969,1,4,0
800,811,1970,1,4,0
800,811,1975,1,4,0
800,811,1976,2,4,1
800,811,1977,1,4,0
800,811,1978,1,4,0
800,811,1979,1,4,0
800,811,1980,1,4,0
800,811,1981,1,4,0
800,811,1982,1,4,0
800,811,1983,1,4,0
800,811,1984,1,4,0
800,811,1985,1,4,0
800,811,1986,1,4,0
800,811,1987,1,4,1
800,811,1994,1,4,0
800,811,1995,1,4,0
800,811,1996,1,4,1
800,811,1997,1,4,0
800,811,1998,1,4,1
800,811,2005,1,3,0
800,811,2008,1,4,0
800,811,2009,1,4,0
800,811,2010,1,4,1
800,811,2014,1,4,0
800,812,1960,1,4,0
800,812,1964,1,4,0
800,812,1969,1,3,0
800,812,1970,1,3,0
800,812,1975,1,4,0
800,812,1978,1,4,0
800,812,1979,1,4,0
800,812,1980,1,4,0
800,812,1982,1,4,0
800,812,1983,1,4,0
800,812,1984,1,4,0
800,812,1985,1,4,0
800,812,1986,1,4,1
800,812,1987,1,4,0
800,812,1988,1,4,1
800,816,1961,1,4,0
800,816,1967,1,5,0
800,816,1968,1,5,0
800,816,1969,1,5,0
800,816,1970,1,5,0
800,816,1971,1,5,0
800,816,1972,1,5,0
800,816,1973,1,5,1
800,816,1977,1,4,0
800,816,1980,1,4,0
800,816,1981,1,4,0
800,816,1982,1,4,0
800,816,1983,1,4,0
800,816,1984,1,4,0
800,816,1985,1,4,0
800,816,1986,1,4,0
800,816,1987,1,4,1
800,816,1989,1,4,0
800,816,1995,1,4,1
800,820,2004,1,4,0
800,820,2005,1,3,0
800,820,2006,1,4,0
800,850,2004,1,4,0
811,812,1977,1,4,0
811,816,1969,1,4,0
811,816,1970,2,4,0
811,816,1971,1,4,0
811,816,1972,1,4,0
811,816,1973,1,4,0
811,816,1974,1,4,0
811,816,1975,2,4,0
811,816,1976,1,4,0
811,816,1977,1,5,0
811,816,1978,1,5,0
811,816,1979,1,5,1
811,816,1996,1,4,0
811,817,1956,1,4,0
811,817,1958,1,4,0
811,817,1959,1,4,1
811,817,1960,1,2,0
811,817,1962,1,3,0
811,817,1963,1,4,0
811,817,1964,1,4,0
811,817,1965,2,4,0
811,817,1966,1,3,0
811,817,1967,1,4,0
811,840,1968,1,4,0
812,816,1958,1,4,0
812,816,1959,1,4,0
812,816,1960,3,4,0
812,816,1961,2,4,0
812,816,1962,1,4,0
812,816,1963,1,4,0
812,816,1964,1,4,0
812,816,1965,1,4,0
812,816,1966,1,4,0
812,816,1967,1,5,0
812,816,1968,1,5,0
812,816,1969,1,5,0
812,816,1970,1,5,0
812,816,1971,1,5,0
812,816,1972,1,5,0
812,816,1973,1,5,1
816,817,1960,1,4,1
816,817,1964,1,4,0
816,817,1965,1,5,0
816,817,1966,1,5,0
816,817,1967,1,5,0
816,817,1968,1,5,0
816,817,1969,1,5,0
816,817,1970,1,5,0
816,817,1971,1,5,0
816,817,1972,1,5,0
816,817,1973,1,5,0
816,817,1974,1,5,0
816,817,1975,1,5,1
816,820,1983,1,3,0
816,820,1984,1,3,0
816,840,1966,1,5,0
816,840,1967,1,5,0
816,840,1968,1,5,0
816,840,1969,1,5,1
816,840,1998,1,3,0
816,840,1999,1,4,0
816,850,1980,1,3,0
816,900,1964,1,4,0
816,900,1965,1,5,0
816,900,1966,1,5,0
816,900,1967,1,5,0
816,900,1968,1,5,0
816,900,1969,1,5,0
816,900,1970,1,5,0
816,900,1971,1,5,0
816,900,1972,1,5,1
816,920,1965,1,4,0
816,920,1966,1,4,0
816,920,1967,1,4,0
816,920,1968,1,4,0
816,920,1969,1,4,0
816,920,1970,1,4,0
816,920,1971,1,4,1
817,840,1974,1,3,0
820,830,1992,1,4,0
820,830,2003,1,3,0
820,840,1968,1,3,0
820,840,1979,1,3,0
820,840,1980,1,3,0
820,840,1985,1,4,0
820,840,1988,1,4,0
820,850,1963,1,4,0
820,850,1964,2,4,0
820,850,1965,2,4,1
820,850,2005,1,3,0
820,850,2008,1,3,0
820,850,2014,1,3,0
840,850,2003,1,4,0
840,986,2000,1,4,0
850,900,1963,1,4,0
850,900,1964,1,4,0
850,900,1965,1,4,1
850,900,1999,1,3,0
850,910,1982,1,4,0
850,910,1984,1,4,0
850,910,1988,1,4,0
850,910,1990,1,4,0
850,910,2003,1,4,0
850,910,2008,1,4,0
910,940,1992,1,4,0
910,940,1993,1,4,0
910,940,1996,1,4,0
